USER_NO,TIME,LONGITUDE,LATITUDE
219,2014/11/28 01:34:34,121.191131,31.046796
219,2014/11/28 01:36:34,121.191131,31.046796
219,2014/11/28 01:38:34,121.191131,31.046796
219,2014/11/28 01:40:35,121.191131,31.046796
219,2014/11/28 01:42:35,121.191131,31.046796
219,2014/11/28 01:44:35,121.191131,31.046796
219,2014/11/28 01:46:35,121.191131,31.046796
219,2014/11/28 01:48:35,121.191131,31.046796
219,2014/11/28 01:50:35,121.191131,31.046796
219,2014/11/28 01:52:35,121.191131,31.046796
219,2014/11/28 01:54:35,121.191114,31.046759
219,2014/11/28 01:56:35,121.191109,31.046761
219,2014/11/28 01:58:35,121.191109,31.046761
219,2014/11/28 02:00:35,121.191109,31.046761
219,2014/11/28 02:02:35,121.191109,31.046761
219,2014/11/28 02:04:36,121.191109,31.046761
219,2014/11/28 02:06:34,121.191109,31.046761
219,2014/11/28 02:08:36,121.191109,31.046761
219,2014/11/28 02:10:36,121.191109,31.046761
219,2014/11/28 02:12:35,121.191109,31.046761
219,2014/11/28 02:14:36,121.191109,31.046761
219,2014/11/28 02:16:36,121.191109,31.046761
219,2014/11/28 02:18:36,121.191109,31.046761
219,2014/11/28 02:20:36,121.191109,31.046761
219,2014/11/28 02:22:36,121.191109,31.046761
219,2014/11/28 02:24:36,121.191109,31.046761
219,2014/11/28 02:26:37,121.191109,31.046761
219,2014/11/28 02:28:37,121.191109,31.046761
219,2014/11/28 02:30:37,121.191109,31.046761
219,2014/11/28 02:32:37,121.191109,31.046761
219,2014/11/28 02:34:37,121.191109,31.046761
219,2014/11/28 02:36:37,121.191109,31.046761
219,2014/11/28 02:38:37,121.191109,31.046761
219,2014/11/28 02:40:37,121.191109,31.046761
219,2014/11/28 02:42:37,121.191109,31.046761
219,2014/11/28 02:44:37,121.191109,31.046761
219,2014/11/28 02:46:38,121.191109,31.046761
219,2014/11/28 02:48:38,121.191109,31.046761
219,2014/11/28 02:50:38,121.191109,31.046761
219,2014/11/28 02:52:38,121.191109,31.046761
219,2014/11/28 02:54:38,121.191109,31.046761
219,2014/11/28 02:56:38,121.1912,31.046711
219,2014/11/28 02:58:38,121.1912,31.046711
219,2014/11/28 03:00:38,121.19113,31.046738
219,2014/11/28 03:02:38,121.19113,31.046738
219,2014/11/28 03:04:38,121.19113,31.046738
219,2014/11/28 03:06:38,121.19113,31.046738
219,2014/11/28 03:08:39,121.191114,31.046759
219,2014/11/28 11:08:35,121.538644,31.221409
219,2014/12/1 00:25:03,121.446875,31.199347
219,2014/12/1 00:27:03,121.446875,31.199347
219,2014/12/1 00:29:03,121.446875,31.199347
219,2014/12/1 00:31:03,121.446875,31.199347
219,2014/12/1 00:33:03,121.446875,31.199347
219,2014/12/1 00:35:03,121.446875,31.199347
219,2014/12/1 00:37:03,121.446875,31.199347
219,2014/12/1 00:39:03,121.446875,31.199347
219,2014/12/1 00:41:03,121.446875,31.199347
219,2014/12/1 00:43:04,121.446875,31.199347
219,2014/12/1 00:45:04,121.446875,31.199347
219,2014/12/1 00:47:04,121.446875,31.199347
219,2014/12/1 00:49:04,121.446875,31.199347
219,2014/12/1 00:51:04,121.446875,31.199347
219,2014/12/1 00:53:04,121.446875,31.199347
219,2014/12/1 00:55:04,121.446875,31.199347
219,2014/12/1 00:57:06,121.446938,31.199256
219,2014/12/1 00:59:08,121.446843,31.19932
219,2014/12/1 01:01:08,121.446869,31.199252
219,2014/12/1 01:03:08,121.446869,31.199252
219,2014/12/1 01:05:08,121.446869,31.199252
219,2014/12/1 01:07:08,121.446796,31.199253
219,2014/12/1 01:09:08,121.446832,31.199301
219,2014/12/1 01:11:08,121.446832,31.199301
219,2014/12/1 01:13:08,121.446848,31.199274
219,2014/12/1 01:15:08,121.446848,31.199274
219,2014/12/1 01:17:08,121.446848,31.199274
219,2014/12/1 01:19:08,121.44693,31.19935
219,2014/12/1 01:21:08,121.44693,31.19935
219,2014/12/1 01:23:08,121.44693,31.19935
219,2014/12/1 01:25:08,121.44693,31.19935
219,2014/12/1 01:27:08,121.44693,31.19935
219,2014/12/1 01:29:08,121.44693,31.19935
219,2014/12/1 01:30:27,121.446869,31.199324
219,2014/12/1 01:32:28,121.446869,31.199324
219,2014/12/1 01:34:28,121.446869,31.199324
219,2014/12/1 01:36:28,121.446869,31.199324
219,2014/12/1 01:38:28,121.446869,31.199324
219,2014/12/1 01:40:28,121.446749,31.199244
219,2014/12/1 01:42:28,121.446749,31.199244
219,2014/12/1 01:44:28,121.446828,31.19933
219,2014/12/1 01:46:28,121.446828,31.19933
219,2014/12/1 01:48:28,121.446828,31.19933
219,2014/12/1 01:50:29,121.446828,31.19933
219,2014/12/1 01:52:28,121.446828,31.19933
219,2014/12/1 01:54:29,121.446748,31.199303
219,2014/12/1 01:56:28,121.446748,31.199303
219,2014/12/1 01:58:28,121.446748,31.199303
219,2014/12/1 02:02:32,121.446798,31.19929
219,2014/12/1 02:04:33,121.446798,31.19929
219,2014/12/1 02:06:33,121.446749,31.199244
219,2014/12/1 02:08:33,121.446749,31.199244
219,2014/12/1 02:10:33,121.446749,31.199244
219,2014/12/1 02:12:33,121.446749,31.199244
219,2014/12/1 02:14:33,121.446749,31.199244
219,2014/12/1 02:16:33,121.446749,31.199244
219,2014/12/1 02:18:33,121.446749,31.199244
219,2014/12/1 02:20:33,121.446749,31.199244
219,2014/12/1 02:22:34,121.446841,31.199296
219,2014/12/1 02:24:33,121.446841,31.199296
219,2014/12/1 02:26:33,121.446841,31.199296
219,2014/12/1 02:28:34,121.446796,31.199272
219,2014/12/1 02:30:34,121.446796,31.199272
219,2014/12/1 02:34:29,121.446758,31.199246
219,2014/12/1 02:36:30,121.446758,31.199246
219,2014/12/1 02:38:30,121.446758,31.199246
219,2014/12/1 02:40:30,121.446758,31.199246
219,2014/12/1 02:42:30,121.446758,31.199246
219,2014/12/1 02:44:30,121.446758,31.199246
219,2014/12/1 02:46:30,121.446758,31.199246
219,2014/12/1 02:48:30,121.446758,31.199246
219,2014/12/1 02:50:30,121.446758,31.199246
219,2014/12/1 02:52:30,121.446758,31.199246
219,2014/12/1 02:54:30,121.446758,31.199246
219,2014/12/1 02:56:30,121.446784,31.199304
219,2014/12/1 02:58:30,121.446784,31.199304
219,2014/12/1 03:00:30,121.446784,31.199304
219,2014/12/1 03:02:30,121.446784,31.199304
219,2014/12/1 03:04:31,121.446771,31.19932
219,2014/12/1 03:04:56,121.446777,31.19929
219,2014/12/1 03:06:57,121.446777,31.19929
219,2014/12/1 03:08:57,121.44678,31.199273
219,2014/12/1 03:10:57,121.44678,31.199273
219,2014/12/1 03:12:57,121.44678,31.199273
219,2014/12/1 03:14:57,121.446751,31.19926
219,2014/12/1 03:16:57,121.446803,31.199289
219,2014/12/1 03:18:57,121.446803,31.199289
219,2014/12/1 03:20:57,121.446808,31.199212
219,2014/12/1 03:22:57,121.446783,31.199269
219,2014/12/1 03:24:57,121.446783,31.199269
219,2014/12/1 03:26:57,121.446783,31.199269
219,2014/12/1 03:28:57,121.446783,31.199269
219,2014/12/1 03:30:57,121.446783,31.199269
219,2014/12/1 03:32:58,121.446783,31.199269
219,2014/12/1 03:36:59,121.446829,31.199253
219,2014/12/1 03:39:00,121.446829,31.199253
219,2014/12/1 03:41:00,121.446829,31.199253
219,2014/12/1 03:43:00,121.446816,31.199328
219,2014/12/1 03:45:00,121.446816,31.199328
219,2014/12/1 03:47:00,121.446819,31.199243
219,2014/12/1 03:49:00,121.446819,31.199243
219,2014/12/1 03:51:00,121.446819,31.199243
219,2014/12/1 03:53:00,121.446819,31.199243
219,2014/12/1 03:55:00,121.446819,31.199243
219,2014/12/1 03:57:00,121.446819,31.199243
219,2014/12/1 03:59:00,121.446819,31.199243
219,2014/12/1 04:01:00,121.446819,31.199243
219,2014/12/1 04:03:00,121.446819,31.199243
219,2014/12/1 04:05:00,121.446807,31.199266
219,2014/12/1 04:07:14,121.446874,31.199271
219,2014/12/1 04:09:16,121.446874,31.199271
219,2014/12/1 04:11:16,121.446874,31.199271
219,2014/12/1 04:13:16,121.44682,31.199271
219,2014/12/1 04:15:16,121.446802,31.19929
219,2014/12/1 04:17:16,121.446802,31.19929
219,2014/12/1 04:19:16,121.446802,31.19929
219,2014/12/1 04:21:16,121.446802,31.19929
219,2014/12/1 04:23:16,121.44688,31.199361
219,2014/12/1 04:25:16,121.446831,31.199288
219,2014/12/1 04:27:16,121.446831,31.199288
219,2014/12/1 04:29:16,121.446831,31.199288
219,2014/12/1 04:31:16,121.446831,31.199288
219,2014/12/1 04:33:16,121.446831,31.199288
219,2014/12/1 00:27:03,121.446875,31.199347
219,2014/12/1 04:35:16,121.446831,31.199288
219,2014/12/1 00:29:03,121.446875,31.199347
219,2014/12/1 04:37:17,121.446882,31.199199
219,2014/12/1 00:31:03,121.446875,31.199347
219,2014/12/1 04:37:48,121.446882,31.199199
219,2014/12/1 00:33:03,121.446875,31.199347
219,2014/12/1 04:39:49,121.446882,31.199199
219,2014/12/1 00:35:03,121.446875,31.199347
219,2014/12/1 04:41:49,121.446831,31.199258
219,2014/12/1 00:37:03,121.446875,31.199347
219,2014/12/1 04:43:49,121.446831,31.199258
219,2014/12/1 00:39:03,121.446875,31.199347
219,2014/12/1 04:45:49,121.446831,31.199258
219,2014/12/1 00:41:03,121.446875,31.199347
219,2014/12/1 04:47:49,121.446831,31.199258
219,2014/12/1 00:43:04,121.446875,31.199347
219,2014/12/1 00:45:04,121.446875,31.199347
219,2014/12/1 04:49:50,121.44681,31.199245
219,2014/12/1 00:47:04,121.446875,31.199347
219,2014/12/1 04:51:50,121.44681,31.199245
219,2014/12/1 00:49:04,121.446875,31.199347
219,2014/12/1 04:53:50,121.44678,31.199304
219,2014/12/1 00:51:04,121.446875,31.199347
219,2014/12/1 04:55:50,121.44678,31.199304
219,2014/12/1 00:53:04,121.446875,31.199347
219,2014/12/1 04:57:50,121.446842,31.199267
219,2014/12/1 00:55:04,121.446875,31.199347
219,2014/12/1 04:59:50,121.446842,31.199267
219,2014/12/1 00:57:06,121.446938,31.199256
219,2014/12/1 05:01:50,121.446842,31.199267
219,2014/12/1 00:59:08,121.446843,31.19932
219,2014/12/1 05:03:50,121.446842,31.199267
219,2014/12/1 01:01:08,121.446869,31.199252
219,2014/12/1 05:05:50,121.446842,31.199267
219,2014/12/1 01:03:08,121.446869,31.199252
219,2014/12/1 05:09:04,121.446854,31.199288
219,2014/12/1 01:05:08,121.446869,31.199252
219,2014/12/1 05:11:05,121.446762,31.199278
219,2014/12/1 01:07:08,121.446796,31.199253
219,2014/12/1 05:13:05,121.446848,31.199314
219,2014/12/1 01:09:08,121.446832,31.199301
219,2014/12/1 05:15:05,121.446848,31.199314
219,2014/12/1 01:11:08,121.446832,31.199301
219,2014/12/1 05:17:05,121.446826,31.199282
219,2014/12/1 01:13:08,121.446848,31.199274
219,2014/12/1 05:19:05,121.446826,31.199282
219,2014/12/1 01:15:08,121.446848,31.199274
219,2014/12/1 05:21:05,121.446826,31.199282
219,2014/12/1 01:17:08,121.446848,31.199274
219,2014/12/1 05:23:05,121.446826,31.199282
219,2014/12/1 01:19:08,121.44693,31.19935
219,2014/12/1 05:25:05,121.446826,31.199282
219,2014/12/1 01:21:08,121.44693,31.19935
219,2014/12/1 05:27:05,121.446826,31.199282
219,2014/12/1 01:23:08,121.44693,31.19935
219,2014/12/1 05:29:05,121.446826,31.199282
219,2014/12/1 01:25:08,121.44693,31.19935
219,2014/12/1 05:31:05,121.446826,31.199282
219,2014/12/1 01:27:08,121.44693,31.19935
219,2014/12/1 05:33:06,121.446912,31.19923
219,2014/12/1 01:29:08,121.44693,31.19935
219,2014/12/1 05:35:06,121.446912,31.19923
219,2014/12/1 01:30:27,121.446869,31.199324
219,2014/12/1 01:32:28,121.446869,31.199324
219,2014/12/1 05:37:06,121.446802,31.199327
219,2014/12/1 01:34:28,121.446869,31.199324
219,2014/12/1 05:39:06,121.446912,31.19923
219,2014/12/1 01:36:28,121.446869,31.199324
219,2014/12/1 05:39:50,121.446911,31.199229
219,2014/12/1 01:38:28,121.446869,31.199324
219,2014/12/1 05:41:51,121.446911,31.199229
219,2014/12/1 01:40:28,121.446749,31.199244
219,2014/12/1 05:43:51,121.446837,31.199263
219,2014/12/1 01:42:28,121.446749,31.199244
219,2014/12/1 05:45:51,121.446837,31.199263
219,2014/12/1 01:44:28,121.446828,31.19933
219,2014/12/1 05:47:51,121.446837,31.199263
219,2014/12/1 01:46:28,121.446828,31.19933
219,2014/12/1 05:49:51,121.446837,31.199263
219,2014/12/1 01:48:28,121.446828,31.19933
219,2014/12/1 05:51:51,121.446837,31.199263
219,2014/12/1 01:50:29,121.446828,31.19933
219,2014/12/1 05:53:51,121.446837,31.199263
219,2014/12/1 01:52:28,121.446828,31.19933
219,2014/12/1 05:55:51,121.446837,31.199263
219,2014/12/1 01:54:29,121.446748,31.199303
219,2014/12/1 05:57:51,121.446837,31.199263
219,2014/12/1 01:56:28,121.446748,31.199303
219,2014/12/1 05:59:51,121.446837,31.199263
219,2014/12/1 01:58:28,121.446748,31.199303
219,2014/12/1 06:01:51,121.446837,31.199263
219,2014/12/1 02:02:32,121.446798,31.19929
219,2014/12/1 06:03:50,121.446837,31.199263
219,2014/12/1 02:04:33,121.446798,31.19929
219,2014/12/1 02:06:33,121.446749,31.199244
219,2014/12/1 02:08:33,121.446749,31.199244
219,2014/12/1 02:10:33,121.446749,31.199244
219,2014/12/1 02:12:33,121.446749,31.199244
219,2014/12/1 02:14:33,121.446749,31.199244
219,2014/12/1 02:16:33,121.446749,31.199244
219,2014/12/1 02:18:33,121.446749,31.199244
219,2014/12/1 02:20:33,121.446749,31.199244
219,2014/12/1 02:22:34,121.446841,31.199296
219,2014/12/1 02:24:33,121.446841,31.199296
219,2014/12/1 02:26:33,121.446841,31.199296
219,2014/12/1 02:28:34,121.446796,31.199272
219,2014/12/1 02:30:34,121.446796,31.199272
219,2014/12/1 02:34:29,121.446758,31.199246
219,2014/12/1 02:36:30,121.446758,31.199246
219,2014/12/1 02:38:30,121.446758,31.199246
219,2014/12/1 02:40:30,121.446758,31.199246
219,2014/12/1 02:42:30,121.446758,31.199246
219,2014/12/1 02:44:30,121.446758,31.199246
219,2014/12/1 02:46:30,121.446758,31.199246
219,2014/12/1 02:48:30,121.446758,31.199246
219,2014/12/1 02:50:30,121.446758,31.199246
219,2014/12/1 02:52:30,121.446758,31.199246
219,2014/12/1 02:54:30,121.446758,31.199246
219,2014/12/1 02:56:30,121.446784,31.199304
219,2014/12/1 02:58:30,121.446784,31.199304
219,2014/12/1 03:00:30,121.446784,31.199304
219,2014/12/1 03:02:30,121.446784,31.199304
219,2014/12/1 03:04:31,121.446771,31.19932
219,2014/12/1 03:04:56,121.446777,31.19929
219,2014/12/1 03:06:57,121.446777,31.19929
219,2014/12/1 03:08:57,121.44678,31.199273
219,2014/12/1 03:10:57,121.44678,31.199273
219,2014/12/1 03:12:57,121.44678,31.199273
219,2014/12/1 03:14:57,121.446751,31.19926
219,2014/12/1 03:16:57,121.446803,31.199289
219,2014/12/1 03:18:57,121.446803,31.199289
219,2014/12/1 03:20:57,121.446808,31.199212
219,2014/12/1 03:22:57,121.446783,31.199269
219,2014/12/1 03:24:57,121.446783,31.199269
219,2014/12/1 03:26:57,121.446783,31.199269
219,2014/12/1 03:28:57,121.446783,31.199269
219,2014/12/1 03:30:57,121.446783,31.199269
219,2014/12/1 03:32:58,121.446783,31.199269
219,2014/12/1 03:36:59,121.446829,31.199253
219,2014/12/1 03:39:00,121.446829,31.199253
219,2014/12/1 03:41:00,121.446829,31.199253
219,2014/12/1 03:43:00,121.446816,31.199328
219,2014/12/1 03:45:00,121.446816,31.199328
219,2014/12/1 03:47:00,121.446819,31.199243
219,2014/12/1 03:49:00,121.446819,31.199243
219,2014/12/1 03:51:00,121.446819,31.199243
219,2014/12/1 03:53:00,121.446819,31.199243
219,2014/12/1 03:55:00,121.446819,31.199243
219,2014/12/1 03:57:00,121.446819,31.199243
219,2014/12/1 03:59:00,121.446819,31.199243
219,2014/12/1 04:01:00,121.446819,31.199243
219,2014/12/1 04:03:00,121.446819,31.199243
219,2014/12/1 04:05:00,121.446807,31.199266
219,2014/12/1 04:07:14,121.446874,31.199271
219,2014/12/1 04:09:16,121.446874,31.199271
219,2014/12/1 04:11:16,121.446874,31.199271
219,2014/12/1 04:13:16,121.44682,31.199271
219,2014/12/1 04:15:16,121.446802,31.19929
219,2014/12/1 04:17:16,121.446802,31.19929
219,2014/12/1 04:19:16,121.446802,31.19929
219,2014/12/1 04:21:16,121.446802,31.19929
219,2014/12/1 04:23:16,121.44688,31.199361
219,2014/12/1 04:25:16,121.446831,31.199288
219,2014/12/1 04:27:16,121.446831,31.199288
219,2014/12/1 04:29:16,121.446831,31.199288
219,2014/12/1 04:31:16,121.446831,31.199288
219,2014/12/1 04:33:16,121.446831,31.199288
219,2014/12/1 04:35:16,121.446831,31.199288
219,2014/12/1 04:37:17,121.446882,31.199199
219,2014/12/1 04:37:48,121.446882,31.199199
219,2014/12/1 04:39:49,121.446882,31.199199
219,2014/12/1 04:41:49,121.446831,31.199258
219,2014/12/1 04:43:49,121.446831,31.199258
219,2014/12/1 04:45:49,121.446831,31.199258
219,2014/12/1 04:47:49,121.446831,31.199258
219,2014/12/1 04:49:50,121.44681,31.199245
219,2014/12/1 04:51:50,121.44681,31.199245
219,2014/12/1 04:53:50,121.44678,31.199304
219,2014/12/1 04:55:50,121.44678,31.199304
219,2014/12/1 04:57:50,121.446842,31.199267
219,2014/12/1 04:59:50,121.446842,31.199267
219,2014/12/1 05:01:50,121.446842,31.199267
219,2014/12/1 05:03:50,121.446842,31.199267
219,2014/12/1 05:05:50,121.446842,31.199267
219,2014/12/1 05:09:04,121.446854,31.199288
219,2014/12/1 05:11:05,121.446762,31.199278
219,2014/12/1 05:13:05,121.446848,31.199314
219,2014/12/1 05:15:05,121.446848,31.199314
219,2014/12/1 05:17:05,121.446826,31.199282
219,2014/12/1 05:19:05,121.446826,31.199282
219,2014/12/1 05:21:05,121.446826,31.199282
219,2014/12/1 05:23:05,121.446826,31.199282
219,2014/12/1 05:25:05,121.446826,31.199282
219,2014/12/1 05:27:05,121.446826,31.199282
219,2014/12/1 05:29:05,121.446826,31.199282
